,Posted.On,BHK,Size,Floor,Area.Type,Area.Locality,City,Furnishing.Status,Tenant.Preferred,Bathroom,Point.of.Contact,Rent,Abby,Adamgosmire,Addy,Akin_Mitu,Burkhalter,Daria,DeYoung,Lucas_Nick,Ternes,Trey,Will
289,7/5/2022,2,1200,4 out of 8,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4.342422681,4.22120037,4.394101302,4.309320021,4.236482557,4.235773103,4.213758611,4.257386852,4.300952953,4.204685516,4.240954006,4.256745778
290,7/9/2022,2,900,10 out of 15,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,4.875061263,4.594884901,4.806179974,4.70647019,4.696435239,4.807867623,4.688653319,4.714380648,4.660427169,4.728851979,4.687681607,4.699357246
291,6/21/2022,3,1200,Ground out of 2,Carpet Area,VIP Road Haldiram,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent,4.477121255,4.167679656,4.477121255,4.410628332,4.378684456,4.368105584,4.299187403,4.345940982,4.733322545,4.327898709,4.347165115,4.480616047
292,6/27/2022,2,1000,1 out of 3,Carpet Area,"Dodda Banaswadi, Banaswadi",Bangalore,Unfurnished,Family,2,Contact Owner,4.243038049,4.15213886,4.432969291,4.1436345,4.126345789,4.144523015,4.120448511,4.089632197,4.127893839,4.046877754,4.097575419,4.154383104
293,6/10/2022,2,1800,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.079181246,4.250827619,4.439332694,4.188224503,4.278602802,4.230059417,4.25802731,4.246847968,4.167622488,4.249035991,4.234487432,4.297313207
294,5/29/2022,3,1150,Ground out of 6,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.255272505,4.240959247,4.894869657,4.296422186,4.309748558,4.319654518,4.280703484,4.29133812,4.256769838,4.312852928,4.297876775,4.339453129
295,7/4/2022,3,150,1 out of 3,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,4.544068044,4.49310509,4.278753601,4.169402353,4.475580165,4.463051589,4.386918474,4.453440445,4.811911521,4.461598905,4.44644881,4.380680569
296,6/6/2022,2,800,Ground out of 2,Super Area,Mudichur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3.954242509,4.045964444,4.409933123,4.081324404,4.084399576,4.067092415,4.085613564,4.066518352,4.046115053,4.090840727,4.06112377,4.096527243
297,7/2/2022,2,650,Ground out of 1,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,2,Contact Owner,4.079181246,3.934662892,4.322219295,4.015870877,3.93056869,3.969584864,3.940089326,3.915882041,3.933027973,3.892355719,3.882655481,4.062924309
298,6/8/2022,1,280,3 out of 7,Carpet Area,"Suryodaya CHS, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4.342422681,4.282561035,4.380211242,4.320348348,4.39893103,4.313347949,4.315137665,4.38895814,4.269815211,4.401737232,4.394159936,4.417000039
299,6/2/2022,3,2000,Ground out of 12,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.740362689,4.414922816,5.079181246,4.57640711,4.653312695,4.612562651,4.614850151,4.602644679,4.843297782,4.600546638,4.629230226,4.583536768
300,7/2/2022,1,600,1 out of 3,Super Area,New Perungalathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3.832508913,3.901150677,3.77815125,3.893548475,3.874982414,3.856338098,3.890678461,3.889704261,3.907785476,3.868013374,3.868746176,3.836218859
301,6/18/2022,2,850,3 out of 4,Super Area,Mathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3.929418926,4.052898446,4.380211242,4.151288498,4.094886129,4.075486042,4.094244031,4.083797782,4.259340272,4.058042573,4.091235977,4.146548583
302,4/30/2022,3,100,1 out of 2,Carpet Area,Ambattur railway station,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.113943352,4.264143351,4.301029996,3.87658116,4.145918315,4.043302311,4.052479704,4.042603506,4.193108425,4.029079115,4.057441527,4.083227824
303,6/3/2022,4,2308,9 out of 31,Carpet Area,"Windsor Grande Residences, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent,5.477121255,4.69235872,5.663700925,5.094706395,5.323835005,5.467721247,5.183097963,5.445862395,5.434967888,5.47333435,5.496872582,5.032554397
304,5/17/2022,3,920,14 out of 21,Carpet Area,"Safal Twins, Chembur",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,4.84509804,4.664692116,5.152288344,4.8347535,4.868100808,4.782507018,4.886040557,4.87553541,4.871120407,4.854260522,4.885610556,4.706003142
305,5/23/2022,2,700,2 out of 6,Super Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3.977723605,4.102561466,4.432969291,4.134697834,4.101773287,4.137700682,4.110741816,4.113984575,4.161708392,4.120804794,4.119259031,4.131948068
306,6/23/2022,1,800,2 out of 2,Carpet Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.84509804,3.947576669,3.903089987,3.930431671,3.955275446,3.923329528,3.959170844,3.950372157,3.899931437,3.962861819,3.968719544,4.239370084
307,5/19/2022,5,3400,2 out of 5,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,5.653212514,4.70531576,5.622214023,5.054408095,5.540222311,5.602253331,6.118042487,5.64449685,5.72879651,5.675484049,5.64938497,5.175857691
308,7/7/2022,1,410,4 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,4.361727836,4.397295052,4.397940009,4.37517236,4.426196068,4.444131786,4.341594228,4.438474644,4.329677342,4.403105431,4.42009213,4.493286893
309,5/5/2022,2,800,1 out of 3,Super Area,"Srinagar, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.079181246,4.092734564,4.021189299,4.022845352,4.049537047,4.042309685,4.043024248,4.0607953,4.121613057,4.060083182,4.060617945,4.067833582
310,5/8/2022,3,1200,2 out of 3,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.301029996,4.375520862,4.544068044,4.231736979,4.381249783,4.37106197,4.400090056,4.378317649,4.503438872,4.414046395,4.383625614,4.298653199
311,6/4/2022,2,900,Ground out of 1,Super Area,Kammanahalli,Bangalore,Unfurnished,Family,2,Contact Owner,4.397940009,4.12005154,4.380211242,4.058769373,4.105372682,4.127599859,4.10292626,4.071412568,4.028166369,4.078502392,4.056784049,4.117566514
312,6/12/2022,3,1750,1 out of 1,Super Area,Kuthanur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,4,4.516611031,4.330413773,4.285183531,4.451115036,4.406736022,4.385367443,4.401725916,4.356738569,4.428594506,4.413696709,4.239370084
313,6/30/2022,1,400,1 out of 4,Super Area,Chamrajpet,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,4.041392685,3.889370376,3.812913357,3.853249228,3.833036201,3.85133,3.860903855,3.850433078,3.834539197,3.857399922,3.848907159,3.78264302
314,7/6/2022,3,1150,1 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,4.342422681,4.182073015,4.431363764,4.367494999,4.294988555,4.273306444,4.253703363,4.291253223,4.289669504,4.306383879,4.28095548,4.435998476
315,7/9/2022,3,925,16 out of 36,Carpet Area,"Runwal Greens, Mulund West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.740362689,4.705895892,4.819543936,4.804551828,4.795940117,4.862111739,4.834132476,4.863245126,5.00258572,4.888426221,4.880030348,4.707648847
316,5/25/2022,1,700,1 out of 1,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3.903089987,3.902733121,3.903089987,3.874747357,3.895955521,3.87291195,3.905798604,3.886974553,3.886036404,3.883126683,3.905095234,4.239370084
317,6/19/2022,1,300,1 out of 1,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,3.799340549,3.726262726,3.812913357,3.932006906,3.8549846,3.864182872,3.856034887,3.857722282,3.805384036,3.827743076,3.872495981,4.239370084
318,7/6/2022,3,2000,4 out of 17,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,4.62324929,4.49671123,5.230448921,4.603038265,4.653312695,4.685436209,4.614850151,4.604405546,4.898959995,4.621909025,4.614803047,4.587832986
319,5/14/2022,2,1100,2 out of 5,Super Area,"Basheer Bagh, NH 7",Hyderabad,Furnished,Family,2,Contact Agent,4.204119983,4.239900757,4.544068044,4.437796081,4.380802181,4.379819818,4.353085599,4.335045014,4.289943074,4.335592623,4.332793627,4.421255791
320,5/10/2022,1,125,1 out of 2,Super Area,Sangam Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3.602059991,3.800679259,3.740362689,3.669799869,3.950766924,3.891782783,3.893309769,3.879563885,3.91735932,3.853384382,3.878444848,3.744947603
321,6/16/2022,1,600,3 out of 4,Super Area,Ramagondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.903089987,4.009877157,3.977723605,3.922626375,3.913329233,3.91778712,3.927969097,3.936931952,4.006135509,3.949340116,3.937747307,3.938244494
322,6/23/2022,2,1105,1 out of 4,Carpet Area,"Syndicate Bank Colony, Arakere",Bangalore,Furnished,Bachelors/Family,2,Contact Agent,4.380211242,4.336878474,4.404833717,4.421356236,4.435725494,4.409313664,4.4006702,4.425985105,4.274049475,4.431608552,4.432522148,4.417752587
323,6/22/2022,1,850,Ground out of 1,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,3.929418926,3.875465029,4.301029996,3.959861057,3.878253303,3.930280902,3.891632621,3.893021833,4.384411229,3.925678737,3.886259401,4.048172834
324,6/3/2022,1,550,6 out of 8,Carpet Area,Carter Road,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,4.875061263,4.526095797,4.785329835,4.600750234,4.650832977,4.656936012,4.604269636,4.645475836,4.712079825,4.656680715,4.647257539,4.63710803
325,6/4/2022,3,70,Ground out of 4,Super Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.113943352,4.111097532,4.301029996,3.851717397,4.281136341,4.184508967,4.176610071,4.167554123,4.049100909,4.174054521,4.17301571,4.088855725
326,6/2/2022,1,600,2 out of 4,Super Area,Arumbakkam,Chennai,Furnished,Bachelors/Family,1,Contact Owner,4.096910013,4.131312953,3.77815125,3.997117965,3.997047627,3.974016539,3.973270782,3.999789055,4.006135509,3.988138826,4.003161618,3.973636045
327,6/29/2022,2,1300,3 out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.255272505,4.198481187,4.447158031,4.199456548,4.189265109,4.152161796,4.174324907,4.165786158,4.199340506,4.193439774,4.173074182,4.239370084
328,6/29/2022,2,1000,1 out of 3,Super Area,Varadharajapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.176091259,4.18368684,4.431363764,4.1436345,4.164692607,4.134549583,4.164251434,4.144847618,4.132128349,4.172684893,4.14934181,4.187803599
329,5/17/2022,4,2200,7 out of 8,Carpet Area,JVPD Scheme,Mumbai,Furnished,Family,4,Contact Agent,5.477121255,4.636281478,5.552668216,5.061599326,5.384902444,5.417526003,5.651233339,5.337780656,5.517630855,5.321541994,5.340462615,5.004109896
330,7/4/2022,2,1105,1 out of 4,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.301029996,4.246185463,4.390935107,4.169947319,4.186714369,4.180155908,4.183457071,4.204638655,4.320761786,4.206389109,4.18337488,4.202106518
331,5/15/2022,4,2500,1 out of 2,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,4,Contact Owner,4.77815125,4.633558917,4.72427587,4.430203261,4.773040813,4.764019974,4.648923472,4.729855562,4.7637072,4.668999221,4.729400477,4.631005147
332,6/12/2022,1,450,6 out of 10,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.414973348,4.455293442,4.770852012,4.499323303,4.507794658,4.477687358,4.45606893,4.52451393,4.559937366,4.560260855,4.527337883,4.514297258
333,7/8/2022,2,1250,Ground out of 6,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.397940009,4.092940699,4.505149978,4.200513787,4.163250716,4.160401307,4.169508802,4.168386126,4.261844195,4.179133309,4.148714105,4.215373292
334,5/21/2022,2,901,2 out of 2,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.146128036,4.092432506,4.322219295,4.128851623,4.105582413,4.084076419,4.103100437,4.089801786,4.055874764,4.102926665,4.099755628,4.239370084
335,5/2/2022,2,1250,Ground out of 1,Super Area,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,3.77815125,4.073170491,4.591064607,4.102074108,4.124903898,4.116786333,4.125548909,4.073307097,4.158252154,4.119966328,4.057843913,4.184084368
336,5/19/2022,2,850,2 out of 4,Carpet Area,Behala Chowrasta,Kolkata,Semi-Furnished,Family,1,Contact Owner,4.255272505,4.107538405,4.06069784,4.051951487,3.937652375,3.950467406,3.932150195,3.910022645,4.108725366,3.922774164,3.922762266,4.083338041
337,6/27/2022,3,1100,7 out of 10,Carpet Area,"Kohinoor City Phase II, Holly Cross Church Chowk",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,4.84509804,4.732419673,5.103803721,4.901064109,5.027917613,5.022592287,5.117045457,5.006686518,5.138090401,4.965254664,5.014927876,4.810124113
338,7/6/2022,3,1940,1 out of 5,Carpet Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,4.477121255,4.564464242,5.012837225,4.36171046,4.4754361,4.491356392,4.418483466,4.481226517,4.651517392,4.507225081,4.47252304,4.480757977
339,5/14/2022,2,700,1 out of 3,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.176091259,4.110467319,4.113943352,4.005242704,4.108913302,4.110080522,4.110142013,4.121013662,4.129114845,4.132618278,4.121554317,4.056163376
340,5/31/2022,2,1100,2 out of 5,Super Area,Rmv Extension Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.342422681,4.23349294,4.655138435,4.186387165,4.185665714,4.205160436,4.182536716,4.186863141,4.25427895,4.139839269,4.188453834,4.207847558
341,6/9/2022,2,660,1 out of 2,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3.77815125,3.889567723,3.982271233,3.980518797,3.859456654,3.869049329,3.86637376,3.860873386,3.89343089,3.885804231,3.863422698,4.016410973
342,5/10/2022,2,800,Ground out of 3,Super Area,Santoshpur,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,4.079181246,3.967481627,4.008600172,4.094682425,4.010884216,4.01007165,3.969620888,4.014923859,4.121613057,3.982445186,4.008704813,4.08962471
343,7/8/2022,2,900,Ground out of 2,Super Area,Vinayaka Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3.84509804,4.008870865,4.096910013,4.005477576,3.978288678,3.954946035,3.983140499,3.99540329,3.94470564,4.001037948,3.96462828,4.013648867
344,6/22/2022,2,1000,6 out of 10,Carpet Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,5.255272505,4.703664164,5.531478917,4.778414417,4.839473558,4.960015145,4.864311096,4.82226109,5.223357256,4.856066321,4.828360022,4.783369889
345,5/29/2022,2,720,4 out of 5,Super Area,Kasturibai Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.255272505,4.114787258,4.301029996,4.143259935,4.105967909,4.113300425,4.114248243,4.106883855,4.083596161,4.131294268,4.115275046,4.159266888
346,6/27/2022,1,680,5 out of 7,Super Area,"Ballerina Apartment, Lokhandwala Complex",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,4.602059991,4.487605622,5.330413773,4.711619505,4.82451671,4.747508404,4.735260321,4.799724785,4.910108975,4.750313193,4.791670996,4.684647756
347,4/25/2022,2,1000,1 out of 2,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.113943352,4.136006142,4.462397998,4.180117236,4.115530729,4.13231388,4.066271388,4.108184139,4.198309618,4.241410507,4.112654544,4.273685163
348,7/3/2022,3,1300,Ground out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,4.544068044,4.369103072,4.414973348,4.329648169,4.326448215,4.333581319,4.282990319,4.343586589,4.475366111,4.364754859,4.317492991,4.45586848
349,6/16/2022,1,320,5 out of 7,Carpet Area,"spring grove uno, Lokhandwala Twp",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,4.255272505,4.407337949,4.322219295,4.429507332,4.529385485,4.476833429,4.43572338,4.532161755,4.26799341,4.555029439,4.535272571,4.53765814
350,6/4/2022,1,450,10 out of 18,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.505149978,4.462612668,4.755874856,4.530200696,4.507794658,4.489065032,4.45606893,4.540853128,4.437962105,4.5650642,4.549159906,4.514297258
351,5/23/2022,1,500,1 out of 4,Super Area,"Bydara Halli, Benson Town",Bangalore,Semi-Furnished,Family,1,Contact Owner,3.698970004,4.050236635,3.929418926,3.882664913,3.892356126,3.917308695,3.912616842,3.879099838,3.954339022,3.88311489,3.876152404,3.877040377
352,7/6/2022,3,2600,2 out of 5,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.653212514,4.682807024,5.423245874,4.575636251,4.779151334,4.717729946,4.721306582,4.737793478,4.859164827,4.758109818,4.723622146,4.645296053
353,6/20/2022,1,650,2 out of 4,Carpet Area,Saket,Delhi,Furnished,Bachelors,1,Contact Agent,4.176091259,4.231530822,4.096910013,4.176623296,4.253176273,4.274197505,4.20579755,4.288491464,4.253659398,4.275411901,4.292409786,4.298740953
354,6/22/2022,3,3200,Ground out of 2,Super Area,"Panaiyur, E Coast Road",Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,4.653212514,4.516369295,4.330413773,4.37097143,4.722369917,4.659489675,4.614216123,4.665910686,4.689097433,4.693052622,4.651860933,4.585550713
355,5/30/2022,1,595,1 out of 1,Super Area,"Vengaivasal, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.812913357,3.981776789,3.77815125,3.853323454,3.912280577,3.88923156,3.927197605,3.909733882,3.893923584,3.890732886,3.91915606,4.239370084
356,7/2/2022,2,1000,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.021189299,4.13025604,4.301029996,4.072658423,4.126345789,4.100830863,4.120448511,4.124703785,4.17882194,4.102219142,4.093606464,4.137633467
357,7/2/2022,2,650,1 out of 2,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,1,Contact Owner,3.897627091,3.921317573,3.982271233,3.978506177,3.857359343,3.883353113,3.864895412,3.848557895,3.950336826,3.83859712,3.838631711,4.015112814
358,6/13/2022,1,545,2 out of 3,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,1,Contact Owner,4.278753601,4.13580899,3.954242509,3.973947605,4.06586178,4.077157307,4.044669328,4.087120497,4.14026765,4.066637317,4.087044804,3.977684509
359,6/9/2022,3,1422,4 out of 7,Super Area,Adibatla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.176091259,4.349647818,4.991226076,4.351080215,4.366795408,4.366494298,4.335282719,4.352353114,4.516461219,4.38169902,4.36064463,4.400316304
360,5/12/2022,3,2000,Ground out of 1,Super Area,"Bongloor, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.176091259,4.414922816,5.146128036,4.270931986,4.488019964,4.441506514,4.427473038,4.446205044,4.415168443,4.429594689,4.433795775,4.465832826
361,6/7/2022,2,700,4 out of 7,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,4.875061263,4.628601895,5.017033339,4.681885072,4.766045191,4.700981354,4.74899393,4.76590441,4.673825039,4.771760814,4.772315186,4.660282878
362,5/30/2022,2,900,1 out of 4,Super Area,"Seetharampalya, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.146128036,4.126798237,4.322219295,4.142896255,4.143719501,4.14535673,4.146194236,4.146339052,4.170390161,4.13021147,4.147165772,4.165990465
363,5/11/2022,3,1100,12 out of 24,Carpet Area,Chandivali,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,4.838849091,4.705596029,5.071882007,4.860336587,4.9058524,4.88630163,4.940915778,4.900161164,4.834997555,4.966107153,4.922468341,4.761639931
